Player,From,To,PlayerId
John McCullough,1982,1982,mcculjo01
Xavier McDaniel,1991,1991,mcdanxa01
Antonio McDyess,1998,2004,mcdyean01
JaVale McGee,2022,2022,mcgeeja01
Mike McGee,1990,1990,mcgeemi01
Stan McKenzie,1969,1970,mckenst01
McCoy McLemore,1969,1969,mclemmc01
Jerel McNeal,2015,2015,mcneaje01
Paul McPherson,2001,2001,mcphepa01
Jordan McRae,2016,2016,mcraejo01
Gary Melchionni,1974,1975,melchga01
De'Anthony Melton,2019,2019,meltode01
Loren Meyer,1997,1997,meyerlo01
Marko Milič,1998,1999,milicma01
Oliver Miller,1993,2000,milleol01
Elijah Millsap,2017,2017,millsel01
Greg Monroe,2018,2018,monrogr01
E'Twaun Moore,2021,2021,mooreet01
Otto Moore,1972,1972,mooreot01
Ron Moore,1988,1988,moorero01
Eric Moreland,2019,2019,moreler01
Chris Morris,1999,1999,morrich01
Marcus Morris,2013,2015,morrima03
Markieff Morris,2012,2016,morrima02
Mike Morrison,1990,1990,morrimi01
Jerrod Mustaf,1992,1994,mustaje01
Abdel Nader,2021,2022,naderab01
Larry Nance,1982,1988,nancela01
Steve Nash,1997,2012,nashst01
Ed Nealy,1989,1992,nealyed01
Mike Niles,1981,1981,nilesmi01
Jermaine O'Neal,2013,2013,onealje01
Shaquille O'Neal,2008,2009,onealsh01
Elie Okobo,2019,2020,okoboel01
Josh Okogie,2023,2023,okogijo01
Jimmy Oliver,1999,1999,oliveji01
Kelly Oubre Jr.,2019,2020,oubreke01
Bo Outlaw,2002,2005,outlabo01
Jim Owens,1974,1975,owensji01
Tariq Owens,2020,2020,owensta01
Milt Palacio,2002,2002,palacmi01
Smush Parker,2005,2005,parkesm01
Chris Paul,2021,2023,paulch01
Cameron Payne,2020,2023,payneca01
Elfrid Payton,2018,2022,paytoel01
Curtis Perry,1975,1978,perrycu01
Elliot Perry,1994,2001,perryel01
Tim Perry,1989,1992,perryti01
Wesley Person,1995,1997,persowe01
Alec Peters,2018,2018,peteral01
Eric Piatkowski,2007,2008,piatker01
Mickaël Piétrus,2011,2011,pietrmi01
Ed Pinckney,1986,1987,pincked01
Charles Pittman,1983,1986,pittmch01
Miles Plumlee,2014,2015,plumlmi01
Phil Pressey,2016,2016,pressph01
A.J. Price,2015,2015,priceaj01
Ronnie Price,2012,2017,pricero01
Kurt Rambis,1990,1993,rambiku01
Shavlik Randolph,2014,2015,randosh01
Joe Reaves,1974,1974,reavejo01
Michael Redd,2012,2012,reddmi01
Davon Reed,2018,2018,reedda01
Terrence Rencher,1996,1996,renchte01
Shawn Respert,1999,1999,respesh01
Jason Richardson,2009,2011,richaja01
Quentin Richardson,2005,2005,richaqu01
Pat Riley,1976,1976,rileypa01
Rick Robey,1984,1986,robeyri01
Clifford Robinson,1998,2001,robincl02
Rumeal Robinson,1997,1997,robinru01
Truck Robinson,1979,1982,robintr01
Rodney Rogers,2000,2002,rogerro01
Jalen Rose,2007,2007,roseja01
Terrence Ross,2023,2023,rosste01
Ricky Rubio,2020,2020,rubiori01
Trevor Ruffin,1995,1995,ruffitr01
Stefano Rusconi,1996,1996,ruscost01
Mike Sanders,1984,1988,sandemi01
Daniel Santiago,2001,2002,santida01
Dario Šarić,2020,2023,saricda01
Fred Saunders,1975,1976,saundfr01
Danny Schayes,1995,1995,schayda01
Dale Schlueter,1977,1977,schluda01
Luis Scola,2013,2013,scolalu01
Alvin Scott,1978,1985,scottal01
Charlie Scott,1972,1975,scottch01
Dennis Scott,1998,1998,scottde01
Landry Shamet,2022,2023,shamela01
Paul Shirley,2005,2005,shirlpa01
John Shumate,1976,1976,shumajo01
Paul Silas,1970,1972,silaspa01
Garret Siler,2011,2011,silerga01
Alvin Sims,1999,1999,simsal01
Courtney Sims,2009,2009,simsco01
Sean Singletary,2009,2009,singlse01
Brian Skinner,2008,2008,skinnbr01
Ish Smith,2014,2014,smithis01
Jalen Smith,2021,2022,smithja04
Tony Smith,1996,1996,smithto02
Dick Snyder,1969,1970,snydedi01
Ricky Sobers,1976,1977,soberri01
Ray Spalding,2019,2019,spaldra01
Alex Stivrins,1993,1993,stivral01
Amar'e Stoudemire,2003,2010,stoudam01
Paul Stovall,1973,1973,stovapa01
D.J. Strawberry,2008,2008,strawdj01
Stromile Swift,2009,2009,swiftst01
Aaron Swinson,1995,1995,swinsaa01
Yuta Tabuse,2005,2005,tabusyu01
Fred Taylor,1971,1972,taylofr01
Mirza Teletović,2016,2016,teletmi01
Sebastian Telfair,2012,2013,telfase01
Ira Terrell,1977,1977,terreir01
Emanuel Terry,2019,2022,terryem01
David Thirdkill,1983,1983,thirdda01
Isaiah Thomas,2015,2015,thomais02
Joe Thomas,1971,1971,thomajo01
Kurt Thomas,2006,2007,thomaku01
Tim Thomas,2006,2006,thomati01
Bernard Thompson,1986,1988,thompbe01
Brooks Thompson,1998,1998,thompbr01
Dijon Thompson,2006,2006,thompdi01
Marcus Thornton,2015,2015,thornma01
Wayman Tisdale,1995,1997,tisdawa01
Anthony Tolliver,2015,2015,tollian01
Sedric Toney,1986,1986,toneyse01
Cezary Trybański,2004,2004,trybace01
Jake Tsakalidis,2001,2003,tsakaja01
Nikoloz Tskitishvili,2006,2006,tskitni01
Alando Tucker,2008,2010,tuckeal02
P.J. Tucker,2013,2017,tuckepj01
Hedo Türkoğlu,2011,2011,turkohe01
Tyler Ulis,2017,2018,ulisty01
Dick Van Arsdale,1969,1977,vanardi01
Tom Van Arsdale,1977,1977,vanarto01
Nick Vanos,1986,1987,vanosni01
Jake Voskuhl,2002,2005,voskuja01
Jackson Vroman,2005,2005,vromaja01
Ish Wainright,2022,2023,wainris01
Neal Walk,1970,1974,walkne01
M.J. Walker,2022,2022,walkemj01
John Wallace,2002,2002,wallajo01
Bob Warlick,1969,1969,warlibo01
T.J. Warren,2015,2023,warretj01
Hakim Warrick,2011,2012,warriha01
Duane Washington Jr.,2023,2023,washidu02
Jeff Webb,1972,1972,webbje01
Sonny Weems,2016,2016,weemsso01
Walt Wesley,1973,1973,weslewa01
Mark West,1988,2000,westma01
Paul Westphal,1976,1984,westppa01
John Wetzel,1971,1976,wetzejo01
Jahidi White,2004,2004,whiteja01
Rory White,1983,1984,whitero01
Alan Williams,2016,2018,willial03
Earl Williams,1975,1975,williea01
Hot Rod Williams,1996,1998,williho01
Micheal Williams,1990,1990,willimi02
Scott Williams,2003,2004,willisc01
George Wilson,1969,1969,wilsoge01
David Wood,1996,1996,woodda01
Brandan Wright,2015,2015,wrighbr03
Michael Young,1985,1985,youngmi01
Luke Zeller,2013,2013,zellelu01
