Player,From,To,PlayerId
Dino Radja,1994,1997,radjadi01
Justin Reed,2005,2006,reedju01
Josh Richardson,2022,2022,richajo01
John Richter,1960,1960,richtjo01
Mel Riebe,1948,1949,riebeme01
Eric Riley,1999,1999,rileyer01
Arnie Risen,1956,1958,risenar01
Ramón Rivas,1989,1989,rivasra01
Bill Roberts,1949,1949,roberbi01
Fred Roberts,1987,1988,roberfr01
Rick Robey,1979,1983,robeyri01
Larry Robinson,1992,1992,robinla01
Nate Robinson,2010,2011,robinna01
Rodney Rogers,2002,2002,rogerro01
Roy Rogers,1998,1998,rogerro02
Kenny Rollins,1953,1953,rollike01
Rajon Rondo,2007,2015,rondora01
Curtis Rowe,1977,1979,rowecu01
Terry Rozier,2016,2019,roziete01
Bill Russell,1957,1969,russebi01
Matt Ryan,2022,2022,ryanma01
Ed Sadowski,1948,1948,sadowed01
Kenny Sailors,1951,1951,sailoke01
Frankie Sanders,1979,1979,sandefr01
Tom Sanders,1961,1973,sandeto01
Woody Sauldsberry,1966,1966,sauldwo01
Fred Saunders,1977,1978,saundfr01
Brian Scalabrine,2006,2010,scalabr01
Dwayne Schintzius,1999,1999,schindw01
Dennis Schröder,2022,2022,schrode01
Fred Scolari,1955,1955,scolafr01
Charlie Scott,1976,1978,scottch01
Ed Searcy,1976,1976,searced01
Jim Seminoff,1949,1950,seminji01
Earl Shannon,1949,1949,shannea01
Howie Shannon,1950,1950,shannho01
Bill Sharman,1952,1961,sharmbi01
Brian Shaw,1989,1992,shawbr01
Jerry Sichting,1986,1988,sichtje01
Larry Siegfried,1964,1970,siegfla01
Paul Silas,1973,1976,silaspa01
Xavier Silas,2018,2018,silasxa01
Connie Simmons,1947,1948,simmoco01
Johnny Simmons,1947,1947,simmojo01
Marcus Smart,2015,2023,smartma01
Charles Smith,1990,1991,smithch02
Derek Smith,1991,1991,smithde02
Doug Smith,1996,1996,smithdo03
Garfield Smith,1971,1972,smithga01
Michael Smith,1990,1991,smithmi01
Art Spector,1947,1950,spectar01
Kevin Stacom,1975,1979,stacoke01
Ed Stanczak,1951,1951,stanced01
Nik Stauskas,2022,2022,stausni01
Michael Stewart,2004,2004,stewami01
Greg Stiemsma,2012,2012,stiemgr01
Bryant Stith,2001,2001,stithbr01
Erick Strickland,2002,2002,stricer01
Derek Strong,1995,1995,stronde01
Gene Stump,1948,1949,stumpge01
Jared Sullinger,2013,2016,sullija01
Bruno Šundov,2003,2003,sundobr01
Bennie Swain,1959,1959,swainbe01
Dan Swartz,1963,1963,swartda01
Larry Sykes,1996,1996,sykesla01
Brett Szabo,1997,1997,szabobr01
Wally Szczerbiak,2006,2007,szczewa02
Žan Tabak,1998,1998,tabakza01
Earl Tatum,1979,1979,tatumea01
Jayson Tatum,2018,2023,tatumja01
Jeff Teague,2021,2021,teaguje01
Sebastian Telfair,2007,2007,telfase01
Jason Terry,2013,2013,terryja01
Tom Thacker,1968,1968,thackto01
Daniel Theis,2018,2022,theisda01
David Thirdkill,1986,1987,thirdda01
Brodric Thomas,2022,2022,thomabr01
Isaiah Thomas,2015,2017,thomais02
Jamel Thomas,2000,2000,thomaja01
John Thomas,1998,1998,thomajo02
John Thompson,1965,1966,thompjo01
Tristan Thompson,2021,2021,thomptr01
Marcus Thornton,2015,2015,thornma01
Darren Tillis,1983,1983,tillida01
Lou Tsioropoulos,1957,1959,tsiorlo01
Andre Turner,1987,1987,turnean01
Evan Turner,2015,2016,turneev01
Wayne Turner,2000,2000,turnewa01
Kelvin Upshaw,1989,1990,upshake01
Jarvis Varnado,2013,2013,varnaja01
Virgil Vaughn,1947,1947,vaughvi01
Sam Vincent,1986,1987,vincesa01
Noah Vonleh,2023,2023,vonleno01
Stojko Vranković,1991,1992,vrankst01
Von Wafer,2011,2011,wafervo01
Moritz Wagner,2021,2021,wagnemo01
Antoine Walker,1997,2005,walkean02
Brady Walker,1950,1951,walkebr01
Henry Walker,2009,2010,walkebi01
Kemba Walker,2020,2021,walkeke02
Gerald Wallace,2014,2015,wallage01
Rasheed Wallace,2010,2010,wallara01
Red Wallace,1947,1947,wallare01
Bill Walton,1986,1987,waltobi01
Brad Wanamaker,2019,2020,wanambr01
Gerry Ward,1965,1965,wardge01
Kermit Washington,1978,1978,washike01
Tremont Waters,2020,2021,watertr01
Ron Watts,1966,1967,wattsro01
Marcus Webb,1993,1993,webbma01
Scott Wedman,1983,1987,wedmasc01
Rick Weitzman,1968,1968,weitzri01
Jiří Welsch,2004,2005,welscji01
Matt Wenstrom,1994,1994,wenstma01
David Wesley,1995,1997,wesleda01
Delonte West,2005,2011,westde01
Paul Westphal,1973,1975,westppa01
Skippy Whitaker,1955,1955,whitask01
D.J. White,2013,2013,whitedj01
Derrick White,2022,2023,whitede01
Jo Jo White,1970,1979,whitejo01
Sidney Wicks,1977,1978,wickssi01
Chris Wilcox,2012,2013,wilcoch01
Dominique Wilkins,1995,1995,wilkido01
Art Williams,1971,1974,williar01
Earl Williams,1979,1979,williea01
Eric Williams,1996,2004,willier01
Grant Williams,2020,2023,willigr01
Lorenzo Williams,1993,1993,willilo01
Ray Williams,1985,1985,willira01
Robert Williams,2019,2023,williro04
Sean Williams,2012,2012,willise01
Shammond Williams,2003,2003,willish01
Shelden Williams,2010,2010,willish02
Sly Williams,1986,1986,willisl01
Terrence Williams,2013,2013,willite01
Willie Williams,1971,1971,williwi01
Bobby Wilson,1977,1977,wilsobo03
Joe Wolf,1993,1993,wolfjo01
Rubén Wolkowyski,2003,2003,wolkoru01
Brandan Wright,2015,2015,wrighbr03
A.J. Wynder,1991,1991,wyndeaj01
Guerschon Yabusele,2018,2019,yabusgu01
James Young,2015,2017,youngja01
Tyler Zeller,2015,2017,zellety01
