Player,From,To,PlayerId
Jim Chones,1975,1979,choneji01
Marquese Chriss,2019,2019,chrisma01
Earl Clark,2014,2014,clarkea01
Jordan Clarkson,2018,2020,clarkjo01
Jim Cleamons,1973,1977,cleamji01
Mateen Cleaves,2004,2004,cleavma01
Barry Clemens,1973,1974,clemeba01
Bimbo Coles,2001,2003,colesbi01
Steve Colter,1995,1995,coltest01
Jeff Cook,1983,1985,cookje01
Quinn Cook,2021,2021,cookqu01
Tyler Cook,2020,2020,cookty01
Joe Cooke,1971,1971,cookejo01
Tyrone Corbin,1987,1988,corbity01
Joe Courtney,1996,1996,courtjo01
Geoff Crompton,1984,1984,crompge01
John Crotty,1996,1996,crottjo01
Jae Crowder,2018,2018,crowdja01
Jared Cunningham,2016,2016,cunnija01
Dell Curry,1988,1988,curryde01
Seth Curry,2014,2014,curryse01
Brad Daugherty,1987,1994,daughbr01
Kornél Dávid,2000,2000,davidko01
Baron Davis,2011,2011,davisba01
Charlie Davis,1972,1973,davisch01
Dwight Davis,1973,1975,davisdw01
Ed Davis,2022,2022,davised01
Harry Davis,1979,1979,davisha01
Johnny Davis,1985,1986,davisjo01
Ricky Davis,2002,2004,davisri01
Andrew DeClercq,1999,2000,declean01
Sam Dekker,2019,2019,dekkesa01
Matthew Dellavedova,2014,2021,dellama01
Luol Deng,2014,2014,denglu01
Mamadi Diakite,2023,2023,diakima01
Kaniel Dickens,2008,2008,dickeka01
Mickey Dillard,1982,1982,dillami01
DeSagana Diop,2002,2005,diopde01
Michael Doleac,2002,2002,doleami01
Damyean Dotson,2021,2021,dotsoda01
Greg Dreiling,1995,1995,dreilgr01
Andre Drummond,2020,2021,drumman01
Chris Dudley,1988,1990,dudlech02
Tony Dumas,1998,1998,dumasto01
Mike Dunleavy,2017,2017,dunlemi02
James Edwards,1982,1983,edwarja01
Shane Edwards,2014,2014,edwarsh01
Johnny Egan,1971,1971,eganjo01
Craig Ehlo,1987,1993,ehlocr01
Wayne Ellington,2013,2013,ellinwa01
Semih Erden,2011,2012,erdense01
Mike Evans,1982,1982,evansmi01
Dante Exum,2020,2021,exumda01
Christian Eyenga,2011,2012,eyengch01
Tacko Fall,2022,2022,fallta01
Kay Felder,2017,2017,feldeka01
Carrick Felix,2014,2014,felixca01
Eric Fernsten,1976,1976,fernser01
Yogi Ferrell,2021,2021,ferreyo01
Danny Ferry,1991,2000,ferryda01
Bruce Flowers,1983,1983,flowebr01
Don Ford,1980,1982,forddo01
Fred Foster,1974,1975,fostefr01
Tim Frazier,2022,2022,fraziti01
Walt Frazier,1978,1980,fraziwa01
World B. Free,1983,1986,freewo01
Gary Freeman,1971,1971,freemga01
Channing Frye,2016,2019,fryech01
Terry Furlow,1978,1979,furlote01
Darius Garland,2020,2023,garlada01
Rowland Garrett,1976,1977,garrero01
John Garris,1984,1984,garrijo01
Chris Gatling,2001,2001,gatlich01
Reggie Geary,1997,1997,gearyre01
Alonzo Gee,2011,2014,geeal01
Daniel Gibson,2007,2013,gibsoda01
Drew Gooden,2005,2008,goodedr01
Brandon Goodwin,2022,2022,goodwbr01
Greg Graham,1998,1998,grahagr01
Joey Graham,2011,2011,grahajo01
Stephen Graham,2006,2006,grahast01
Stewart Granger,1984,1984,grangst01
Butch Graves,1985,1985,gravebu01
Danny Green,2010,2023,greenda02
Jeff Green,2018,2018,greenje02
Litterial Green,1999,1999,greenli01
Jay Guidinger,1993,1994,guidija01
Zendon Hamilton,2006,2006,hamilze01
Luke Harangody,2011,2012,haranlu01
Ron Harper,1987,1990,harpero01
Matt Harpring,2001,2001,harprma01
Joe Harris,2015,2016,harrijo01
Lucious Harris,2005,2005,harrilu01
Manny Harris,2011,2012,harrima01
Andrew Harrison,2019,2019,harrian01
Isaiah Hartenstein,2021,2021,harteis01
Spencer Hawes,2014,2014,hawessp01
Michael Hawkins,2001,2001,hawkimi01
Steve Hayes,1983,1983,hayesst01
Brendan Haywood,2015,2015,haywobr01
Alan Henderson,2006,2006,hendeal01
Cedric Henderson,1998,2001,hendece02
Kevin Henderson,1988,1988,hendeke01
Mark Hendrickson,2000,2000,hendrma01
John Henson,2020,2020,hensojo01
Keith Herron,1982,1982,herroke01
J.J. Hickson,2009,2011,hicksjj01
Rod Higgins,1994,1994,higgiro01
Kenny Higgs,1979,1979,higgske01
George Hill,2018,2019,hillge01
Tyrone Hill,1994,2003,hillty01
Roy Hinson,1984,1986,hinsoro01
John Holland,2018,2019,hollajo02
Ryan Hollins,2011,2012,holliry01
Rodney Hood,2018,2019,hoodro01
Scotty Hopson,2014,2014,hopsosc01
Greg Howard,1972,1972,howargr01
Mo Howard,1977,1977,howarmo01
Phil Hubbard,1982,1989,hubbaph01
Lester Hudson,2012,2012,hudsole01
Kim Hughes,1981,1981,hugheki01
Larry Hughes,2006,2008,hughela01
Geoff Huston,1981,1985,hustoge01
Zydrunas Ilgauskas,1998,2010,ilgauzy01
Kyrie Irving,2012,2017,irvinky01
Jarrett Jack,2014,2014,jackja01
Cedric Jackson,2010,2010,jacksce01
Darnell Jackson,2009,2010,jacksda01
Jim Jackson,2001,2001,jacksji01
Luke Jackson,2005,2006,jackslu02
Henry James,1991,1998,jameshe01
LeBron James,2004,2018,jamesle01
Antawn Jamison,2010,2012,jamisan01
Richard Jefferson,2016,2017,jefferi01
Anthony Johnson,2001,2001,johnsan02
Darryl Johnson,1996,1996,johnsda02
Eddie Johnson,1986,1986,johnsed02
John Johnson,1971,1973,johnsjo01
Kannard Johnson,1988,1988,johnska01
Kevin Johnson,1988,1988,johnske02
Reggie Johnson,1982,1982,johnsre01
Trey Johnson,2009,2009,johnstr01
Dahntay Jones,2016,2017,jonesda02
Damon Jones,2006,2008,jonesda01
Dwayne Jones,2007,2008,jonesdw02
Edgar Jones,1985,1986,jonesed01
Jalen Jones,2019,2019,jonesja04
James Jones,2015,2017,jonesja02
Jumaine Jones,2002,2003,jonesju01
Kevin Jones,2013,2013,joneske01
Eddie Jordan,1978,1978,jordaed01
Walter Jordan,1981,1981,jordawa01
Mfiondu Kabengele,2021,2021,kabenmf01
Jason Kapono,2004,2004,kaponja01
Sergey Karasev,2014,2014,karasse01
Coby Karl,2010,2010,karlco01
Sasha Kaun,2016,2016,kaunsa01
Shawn Kemp,1998,2000,kempsh01
Tim Kempton,1994,1994,kemptti01
D.J. Kennedy,2012,2012,kennedj01
Larry Kenon,1983,1983,kenonla01
Steve Kerr,1990,1993,kerrst01
Lari Ketner,2000,2000,ketnela01
Randolph Keys,1989,1990,keysra01
Chad Kinch,1981,1981,kinchch01
Tarence Kinsey,2009,2009,kinseta01
Alex Kirk,2015,2015,kirkal01
Brandon Knight,2019,2020,knighbr03
Brevin Knight,1998,2001,knighbr01
Luke Kornet,2022,2022,kornelu01
Kyle Korver,2017,2019,korveky01
Sam Lacey,1983,1983,laceysa01
Bill Laimbeer,1981,1982,laimbbi01
John Lambert,1976,1981,lambejo01
Jerome Lane,1993,1993,laneje01
Antonio Lang,1996,1999,langan02
Trajan Langdon,2000,2002,langdtr01
Butch Lee,1979,1980,leebu01
Keith Lee,1986,1987,leeke01
Jon Leuer,2013,2013,leuerjo01
Caris LeVert,2022,2023,leverca01
Bobby Lewis,1971,1971,lewisbo01
DeAndre Liggins,2017,2017,liggide01
Shaun Livingston,2013,2013,livinsh01
Robin Lopez,2023,2023,lopezro01
Kevin Love,2015,2023,loveke01
J.P. Macura,2020,2020,macurjp01
Gerald Madkins,1994,1995,madkige01
Dave Magley,1983,1983,magleda01
Dan Majerle,1996,1996,majerda01
Thon Maker,2021,2021,makerth01
Shawn Marion,2015,2015,mariosh01
Lauri Markkanen,2022,2022,markkla01
Donny Marshall,1996,2000,marshdo02
Donyell Marshall,2006,2008,marshdo01
Jeremiah Martin,2021,2021,martije02
Patrick McCaw,2019,2019,mccawpa01
Jelani McCoy,2004,2004,mccoyje01
Scooter McCray,1987,1987,mccrasc01
Ben McDonald,1986,1986,mcdonbe01
JaVale McGee,2021,2021,mcgeeja01
Jeff McInnis,2004,2005,mcinnje01
Alfonzo McKinnie,2020,2020,mckinal01
McCoy McLemore,1971,1971,mclemmc01
Jordan McRae,2016,2017,mcraejo01
Sam Merrill,2023,2023,merrisa01
Chris Mihm,2001,2004,mihmch01
Larry Mikan,1971,1971,mikanla01
C.J. Miles,2013,2014,milescj01
Darius Miles,2003,2004,milesda01
Andre Miller,2000,2002,millean02
Mike Miller,2015,2015,millemi01
Chris Mills,1994,1997,millsch01
Harold Miner,1996,1996,minerha01
Dirk Minniefield,1986,1987,minnidi01
Donovan Mitchell,2023,2023,mitchdo01
Mike Mitchell,1979,1982,mitchmi01
Evan Mobley,2022,2023,mobleev01
Isaiah Mobley,2023,2023,mobleis01
Jérôme Moïso,2005,2005,moisoje01
Paul Mokeski,1982,1990,mokespa01
Jamario Moon,2010,2011,moonja01
Matt Mooney,2020,2020,moonema01
Lowes Moore,1982,1982,moorelo01
John Morton,1990,1992,mortojo01
Timofey Mozgov,2015,2016,mozgoti01
Lamond Murray,2000,2002,murrala01
Ronald Murray,2006,2006,murraro01
Lee Nailon,2004,2004,nailole01
Larry Nance,1988,1994,nancela01
Larry Nance Jr.,2018,2021,nancela02
RJ Nembhard Jr.,2022,2022,nembhrj01
Raul Neto,2023,2023,netora01
Ira Newble,2004,2008,newblir01
Johnny Newman,1987,1999,newmajo01
Malik Newman,2020,2022,newmama01
Demetris Nichols,2008,2008,nichode01
Carl Nicks,1983,1983,nicksca01
David Nwaba,2019,2019,nwabada01
Shaquille O'Neal,2010,2010,onealsh01
Isaac Okoro,2021,2023,okorois01
Jimmy Oliver,1992,1992,oliveji01
Kevin Ollie,2004,2004,ollieke01
Arinze Onuaku,2014,2014,onuakar01
Cedi Osman,2018,2023,osmande01
Gerald Paddio,1991,1991,paddige01
Milt Palacio,2003,2003,palacmi01
Kevin Pangos,2022,2022,pangoke01
Jeremy Pargo,2013,2013,pargoje01
Anthony Parker,2010,2012,parkean01
Smush Parker,2003,2003,parkesm01
Steve Patterson,1972,1976,pattest01
Sasha Pavlović,2005,2009,pavloal01
Cameron Payne,2019,2019,payneca01
Kendrick Perkins,2015,2018,perkike01
London Perrantes,2018,2018,perralo01
Wesley Person,1998,2002,persowe01
Roger Phegley,1981,1982,pheglro01
Bobby Phills,1992,1997,phillbo01
Scot Pollard,2007,2007,pollasc01
Ben Poquette,1984,1987,poquebe01
Kevin Porter Jr.,2020,2020,porteke02
Vitaly Potapenko,1997,1999,potapvi01
Leon Powe,2010,2011,powele01
A.J. Price,2015,2015,priceaj01
Mark Price,1987,1995,pricema01
Taurean Prince,2021,2021,princta02
Chris Quinn,2013,2013,quinnch01
Luther Rackley,1971,1972,rackllu01
J.R. Reid,2001,2001,reidjr01
Kevin Restani,1982,1982,restake01
Jackie Ridgle,1972,1972,ridglja01
Rick Roberson,1972,1973,roberri01
Fred Roberts,1995,1995,roberfr01
Cliff Robinson,1982,1984,robincl01
Larry Robinson,2001,2001,robinla01
Bill Robinzine,1981,1981,robinbi01
Dave Robisch,1980,1981,robisda01
Johnny Rogers,1988,1988,rogerjo01
Tree Rollins,1989,1990,rollitr01
Rajon Rondo,2022,2022,rondora01
Derrick Rose,2018,2018,rosede01
Ricky Rubio,2022,2023,rubiori01
Bob Rule,1973,1974,rulebo01
Campy Russell,1975,1985,russeca02
Samardo Samuels,2011,2013,samuesa01
Larry Sanders,2017,2017,sandela01
Mike Sanders,1988,1993,sandemi01
Shawnelle Scott,1997,1998,scottsh01
Tre Scott,2022,2022,scotttr01
Ramon Sessions,2011,2012,sessira01
Collin Sexton,2019,2022,sextoco01
Lonnie Shelton,1984,1986,sheltlo01
Iman Shumpert,2015,2018,shumpim01
James Silas,1982,1982,silasja01
Cedric Simmons,2008,2008,simmoce01
Kobi Simmons,2019,2019,simmoko01
Henry Sims,2014,2014,simshe01
Brian Skinner,2002,2002,skinnbr01
Donald Sloan,2012,2013,sloando01
Bingo Smith,1971,1980,smithbi02
Elmore Smith,1977,1979,smithel01
J.R. Smith,2015,2019,smithjr01
Joe Smith,2008,2009,smithjo02
Randy Smith,1980,1981,smithra01
Robert Smith,1981,1985,smithro01
Willie Smith,1980,1980,smithwi02
Eric Snow,2005,2008,snower01
Dick Snyder,1975,1978,snydedi01
Dave Sorenson,1971,1973,sorenda01
Marreese Speights,2013,2013,speigma01
Ryan Stack,1999,2000,stackry01
Nik Stauskas,2019,2019,stausni01
Lamar Stevens,2021,2023,stevela01
Michael Stewart,2003,2004,stewami01
Bryant Stith,2002,2002,stithbr01
Gary Suiter,1971,1971,suitega01
Bruno Šundov,2004,2004,sundobr01
Bob Sura,1996,2000,surabo01
Wally Szczerbiak,2008,2009,szczewa02
Earl Tatum,1980,1980,tatumea01
Edy Tavares,2017,2017,tavarwa01
Sebastian Telfair,2010,2010,telfase01
Billy Thomas,2008,2008,thomabi01
Brodric Thomas,2021,2021,thomabr01
Carl Thomas,1997,1998,thomaca01
Isaiah Thomas,2018,2018,thomais02
Mychel Thompson,2012,2012,thompmy02
Paul Thompson,1984,1985,thomppa01
Tristan Thompson,2012,2020,thomptr01
Nate Thurmond,1976,1977,thurmna01
Darren Tillis,1983,1983,tillida01
Sedric Toney,1994,1994,toneyse01
Robert Traylor,2001,2005,traylro01
Jeff Trepagnier,2002,2002,trepaje01
Melvin Turpin,1985,1987,turpime01
Ben Uzoh,2012,2012,uzohbe01
Darnell Valentine,1989,1991,valenda01
Denzel Valentine,2022,2022,valende01
Anderson Varejão,2005,2021,varejan01
Gary Voce,1990,1990,vocega01
Dean Wade,2020,2023,wadede01
Dwyane Wade,2018,2018,wadedw01
Dajuan Wagner,2003,2005,wagneda02
Dion Waiters,2013,2015,waitedi01
Foots Walker,1975,1980,walkefo01
Ben Wallace,2008,2009,wallabe01
Luke Walton,2012,2013,waltolu01
Cornell Warner,1973,1974,warneco01
John Warren,1971,1974,warrejo01
Bobby Washington,1971,1972,washibo01
Richard Washington,1981,1982,washiri01
Clarence Weatherspoon,2001,2001,weathcl01
Scott Wedman,1982,1983,wedmasc01
Jiří Welsch,2005,2005,welscji01
David Wesley,2007,2007,wesleda01
Walt Wesley,1971,1973,weslewa01
Delonte West,2008,2010,westde01
Mark West,1985,1997,westma01
Ennis Whatley,1986,1986,whatlen01
Jerome Whitehead,1981,1981,whiteje01
Lenny Wilkens,1973,1974,wilkele01
Bob Wilkerson,1982,1983,wilkebo01
Gerald Wilkins,1993,1994,wilkige01
Mike Wilks,2006,2006,wilksmi01
Chuckie Williams,1977,1977,willich03
Deron Williams,2017,2017,willide01
Derrick Williams,2017,2017,willide02
Eric Williams,2004,2004,willier01
Hot Rod Williams,1987,1995,williho01
Jawad Williams,2009,2011,willija04
Kevin Williams,1985,1985,willike01
Mo Williams,2009,2016,willima01
Reggie Williams,1990,1990,willire01
Scott Williams,2005,2005,willisc01
Bill Willoughby,1980,1980,willobi01
Michael Wilson,1985,1985,wilsomi01
Dylan Windler,2021,2023,windldy01
Luke Witte,1974,1976,wittelu01
Mike Woodson,1991,1991,woodsmi01
Lorenzen Wright,2009,2009,wrighlo02
Tyler Zeller,2013,2014,zellety01
Ante Žižić,2018,2020,zizican01
