Player,From,To,PlayerId
Pepe Sánchez,2001,2001,sanchpe01
Jeff Sanders,1992,1993,sandeje01
Pep Saul,1955,1955,saulpe01
Woody Sauldsberry,1961,1963,sauldwo01
Bob Schafer,1956,1956,schafbo01
Herb Scherer,1951,1951,scherhe01
Dale Schlueter,1974,1974,schluda01
Dennis Schröder,2014,2018,schrode01
Dick Schulz,1950,1950,schuldi01
Mike Scott,2013,2017,scottmi01
Thabo Sefolosha,2015,2017,sefolth01
Frank Selvy,1955,1958,selvyfr01
Chuck Share,1954,1960,sharech01
Craig Shelton,1981,1982,sheltcr01
Jeff Sheppard,1999,1999,sheppje01
Paul Shirley,2003,2003,shirlpa01
Jordan Sibert,2019,2019,siberjo01
Larry Siegfried,1972,1972,siegfla01
Paul Silas,1965,1969,silaspa01
Dickey Simpkins,2002,2002,simpkdi01
Bob Sims,1962,1962,simsbo01
Reggie Slater,2002,2002,slatere01
Donald Sloan,2012,2012,sloando01
Donta Smith,2005,2006,smithdo04
Joe Smith,2010,2010,smithjo02
Josh Smith,2005,2013,smithjo03
Kenny Smith,1990,1990,smithke01
Leon Smith,2002,2002,smithle01
Randy Smith,1983,1983,smithra01
Steve Smith,1995,1999,smithst01
Tony Smith,2001,2001,smithto02
Tony Snell,2021,2021,snellto01
Dick Snyder,1967,1968,snydedi01
Mike Sojourner,1975,1977,sojoumi01
Rory Sparrow,1982,1983,sparrro01
Odie Spears,1957,1957,spearod01
Omari Spellman,2019,2019,spellom01
Andre Spencer,1993,1993,spencan01
Tiago Splitter,2016,2016,splitti01
Jerry Stackhouse,2012,2012,stackje01
Jack Stephens,1956,1956,stephja01
Lance Stephenson,2022,2022,stephla01
DeShawn Stevenson,2013,2013,stevede01
Michael Stewart,2005,2005,stewami01
Norm Stewart,1957,1957,stewano01
Alex Stivrins,1993,1993,stivral01
Salim Stoudamire,2006,2008,stoudsa01
Mark Strickland,2002,2002,stricma01
Don Sunderlage,1954,1954,sundedo01
Bob Sura,2004,2004,surabo01
Dick Surhoff,1954,1954,surhodi01
Pape Sy,2011,2011,sypa01
Edy Tavares,2016,2017,tavarwa01
Isaiah Taylor,2018,2018,taylois01
Jeff Teague,2010,2020,teaguje01
Claude Terry,1977,1978,terrycl01
Jason Terry,2000,2004,terryja01
Reggie Theus,1989,1989,theusre01
Etan Thomas,2011,2011,thomaet01
James Thomas,2005,2005,thomaja02
John Thomas,2006,2006,thomajo02
Dijon Thompson,2007,2007,thompdi01
Rod Thorn,1966,1967,thornro01
Mike Todorovich,1950,1951,todormi01
Ray Tolbert,1989,1989,tolbera01
Anthony Tolliver,2013,2013,tollian01
Sedric Toney,1986,1990,toneyse01
Gene Tormohlen,1963,1970,tormobu01
Bill Tosheff,1954,1954,toshebi01
George Trapp,1972,1973,trappge01
John Tresvant,1965,1966,tresvjo01
John Tschogl,1973,1974,tschojo01
Evan Turner,2020,2020,turneev01
Jeremy Tyler,2013,2013,tylerje01
John Vallely,1971,1972,vallejo01
Tom Van Arsdale,1975,1976,vanarto01
Gene Vance,1950,1952,vancege01
Chico Vaughn,1963,1966,vaughch01
Jacque Vaughn,2002,2004,vaughja01
Fred Vinson,1995,1995,vinsofr01
Alexander Volkov,1990,1992,volkoal01
Whitey Von Nieda,1950,1950,vonniwh01
Antoine Walker,2005,2005,walkean02
Rasheed Wallace,2004,2004,wallara01
Tyrone Wallace,2020,2020,wallaty01
Dwight Waller,1969,1969,walledw01
Isaac Walthour,1954,1954,walthis01
Gerry Ward,1964,1964,wardge01
Chris Washburn,1988,1988,washbch01
Jim Washington,1966,1975,washiji01
Bobby Watson,1955,1955,watsobo01
Paul Watson,2020,2020,watsopa01
Spud Webb,1986,1996,webbsp01
Mario West,2008,2010,westma02
Mark West,1999,1999,westma01
John Wetzel,1973,1975,wetzejo01
Ennis Whatley,1988,1995,whatlen01
Andrew White,2018,2018,whitean01
Herb White,1971,1971,whitehe01
Donald Whiteside,1998,1998,whitedo01
Murray Wier,1950,1950,wiermu01
Morlon Wiley,1992,1995,wileymo01
Win Wilfong,1958,1959,wilfowi01
Lenny Wilkens,1961,1968,wilkele01
Damien Wilkins,2011,2011,wilkida02
Dominique Wilkins,1983,1994,wilkido01
Mike Wilks,2003,2003,wilksmi01
Brandon Williams,2003,2003,willibr01
Donovan Williams,2023,2023,willido02
Freeman Williams,1982,1982,willifr01
Gus Williams,1987,1987,willigu01
Lou Williams,2013,2022,willilo02
Marvin Williams,2006,2012,willima02
Mike Williams,1990,1990,willimi03
Milt Williams,1972,1972,willimi01
Ray Williams,1986,1986,willira01
Shammond Williams,1999,1999,willish01
Shelden Williams,2007,2008,willish02
Sly Williams,1984,1985,willisl01
Kevin Willis,1985,2005,willike02
Bill Willoughby,1976,1977,willobi01
Bob Wilson,1952,1952,wilsobo01
Michael Wilson,1987,1987,wilsomi01
Rick Wilson,1979,1980,wilsori01
Trevor Wilson,1991,1991,wilsotr01
Randy Wittman,1984,1988,wittmra01
Al Wood,1982,1982,woodal01
Leon Wood,1988,1988,woodle01
Haywoode Workman,1990,1990,workmha01
Mark Workman,1953,1953,workmma01
Tom Workman,1968,1968,workmto01
Delon Wright,2022,2022,wrighde01
Howard Wright,1991,1991,wrighho02
Lorenzen Wright,2000,2008,wrighlo02
Trae Young,2019,2023,youngtr01
Max Zaslofsky,1954,1954,zasloma01
Tyler Zeller,2019,2019,zellety01
