Player,From,To,PlayerId
Red Kerr,1966,1966,kerrre01
Albert King,1992,1992,kingal01
Bernard King,1988,1991,kingbe01
Gerard King,2000,2001,kingge02
Maurice King,1963,1963,kingma01
Corey Kispert,2022,2023,kispeco01
Brevin Knight,2004,2004,knighbr01
Don Kojis,1964,1964,kojisdo01
Joe Kopicki,1983,1984,kopicjo01
Tom Kozelko,1974,1976,kozelto01
Tom Kropp,1976,1976,kroppto01
Mitch Kupchak,1977,1981,kupchmi01
Kyle Kuzma,2022,2023,kuzmaky01
Christian Laettner,2001,2004,laettch01
James Lang,2007,2007,langja01
York Larese,1962,1962,laresyo01
Manny Leaks,1974,1974,leaksma01
Tim Legler,1996,1999,legleti01
Alex Len,2021,2021,lenal01
Slick Leonard,1962,1963,leonasl01
Cedric Lewis,1996,1996,lewisce01
Rashard Lewis,2011,2012,lewisra02
Steve Lingenfelter,1983,1983,lingest01
Shaun Livingston,2010,2013,livinsh01
Felipe López,2001,2001,lopezfe01
Robin Lopez,2021,2021,lopezro01
Kevin Loughery,1964,1972,loughke01
Stan Love,1972,1973,lovest01
John Lucas,1982,1983,lucasjo01
Tyronn Lue,2002,2003,luety01
Sheldon Mac,2017,2017,mcclesh01
Shelvin Mack,2012,2013,macksh01
Don MacLean,1993,1995,macledo01
Ian Mahinmi,2017,2020,mahinia01
Rick Mahorn,1981,1985,mahorri01
Jeff Malone,1984,1990,malonje01
Moses Malone,1987,1988,malonmo01
Steve Malovic,1980,1980,malovst01
Ed Manning,1968,1970,mannied01
Nick Mantis,1963,1963,mantini01
Jack Marin,1967,1972,marinja01
Cartier Martin,2010,2013,martica01
Roger Mason,2007,2012,masonro01
Garrison Mathews,2020,2021,mathega01
Wes Matthews,1981,1981,matthwe01
Eric Maynor,2014,2014,maynoer01
Bob McCann,1996,1996,mccanbo01
Andre McCarter,1981,1981,mccaran01
Keith McCord,1981,1981,mccorke01
Chris McCullough,2017,2018,mcculch01
JaVale McGee,2009,2012,mcgeeja01
Bill McGill,1963,1964,mcgilbi01
Dominic McGuire,2008,2010,mcguido01
Jim McIlvaine,1995,1996,mcilvji01
Jeff McInnis,1999,1999,mcinnje01
Kevin McKenna,1986,1986,mckenke01
Stan McKenzie,1968,1968,mckenst01
Tom McMillen,1984,1986,mcmilto01
Jordan McRae,2019,2020,mcraejo01
Thales McReynolds,1966,1966,mcreyth01
Jodie Meeks,2018,2018,meeksjo01
C.J. Miles,2020,2020,milescj01
Eddie Miles,1970,1971,milesed01
Andre Miller,2014,2015,millean02
Mike Miller,2010,2010,millemi01
Earl Monroe,1968,1972,monroea01
Greg Monroe,2022,2022,monrogr01
Markieff Morris,2016,2019,morrima02
Monte Morris,2023,2023,morrimo01
Perry Moss,1986,1986,mosspe01
Lawrence Moten,1998,1998,motenla01
Gheorghe Mureșan,1994,1997,muresgh01
Jay Murphy,1987,1988,murphja01
Tracy Murray,1997,2000,murratr01
Dorie Murrey,1971,1972,murredo01
Toure' Murry,2015,2015,murryto01
Hamady N'Diaye,2011,2012,ndiayha01
Shabazz Napier,2020,2020,napiesh01
Gary Neal,2016,2016,nealga01
Don Nelson,1963,1963,nelsodo01
Louie Nelson,1974,1974,nelsolo01
Tyrone Nesby,2001,2002,nesbyty01
Raul Neto,2021,2022,netora01
Andrew Nicholson,2017,2017,nichoan01
Gaylon Nickerson,1997,1997,nickega01
Mel Nowell,1963,1963,nowelme01
Kendrick Nunn,2023,2023,nunnke01
Mike O'Koren,1987,1987,okoremi01
Charles Oakley,2003,2003,oaklech01
Fabricio Oberto,2010,2010,obertfa01
Daniel Ochefu,2017,2017,ochefda01
Alan Ogg,1993,1993,oggal01
Don Ohl,1965,1968,ohldo01
Emeka Okafor,2013,2013,okafoem01
Brian Oliver,1995,1995,olivebr01
Jimmy Oliver,1998,1998,oliveji01
Barry Orms,1969,1969,ormsba01
Kelly Oubre Jr.,2016,2019,oubreke01
Doug Overton,1993,1995,overtdo01
Larry Owens,2011,2011,owensla01
Joe Pace,1977,1978,pacejo01
Robert Pack,1996,1996,packro01
Gerald Paddio,1994,1994,paddige01
Jannero Pargo,2013,2013,pargoja01
Jabari Parker,2019,2019,parkeja01
Cherokee Parks,2001,2001,parksch02
Anžejs Pasečņiks,2020,2021,pasecan01
Tom Patterson,1973,1974,patteto01
Gary Payton II,2019,2020,paytoga02
Oleksiy Pecherov,2008,2009,pecheol01
Anthony Peeler,2005,2005,peelean01
Mike Peplowski,1996,1996,peplomi01
Mel Peterson,1964,1964,peterme01
Roger Phegley,1979,1980,pheglro01
Paul Pierce,2015,2015,piercpa01
Dave Piontek,1962,1962,piontda01
Kevin Porter,1973,1983,porteke01
Otto Porter Jr.,2014,2019,porteot01
Bobby Portis,2019,2019,portibo01
Kristaps Porziņģis,2022,2023,porzikr01
Dominic Pressley,1989,1989,pressdo01
A.J. Price,2013,2013,priceaj01
Brent Price,1993,1996,pricebr01
Mark Price,1996,1996,pricema01
Kevin Pritchard,1996,1996,pritcke01
Laron Profit,2000,2005,profila01
Bob Quick,1969,1970,quickbo01
Peter John Ramos,2005,2005,ramospe01
Chasson Randle,2019,2019,randlch01
Don Reid,2000,2000,reiddo01
Glen Rice Jr.,2014,2015,ricegl02
Mitch Richmond,1999,2001,richmmi01
Rich Rinaldi,1972,1974,rinalri01
Mike Riordan,1972,1977,riordmi01
Austin Rivers,2019,2019,riverau01
Anthony Roberts,1981,1981,roberan01
Cliff Robinson,1985,1986,robincl01
Devin Robinson,2018,2019,robinde01
Flynn Robinson,1973,1973,robinfl01
Jerome Robinson,2020,2021,robinje01
Justin Robinson,2020,2020,robinju01
Larry Robinson,1991,1993,robinla01
Truck Robinson,1975,1977,robintr01
Quinton Ross,2010,2010,rossqu01
Doug Roth,1990,1990,rothdo01
Dan Roundfield,1986,1987,roundda01
Michael Ruffin,2005,2007,ruffimi01
Jeff Ruland,1982,1986,rulanje01
Bryon Russell,2003,2003,russebr01
Ralph Sampson,1992,1992,sampsra01
Tomáš Satoranský,2017,2022,satorto01
Woody Sauldsberry,1962,1963,sauldwo01
DeWayne Scales,1984,1984,scalede01
Jordan Schakel,2022,2023,schakjo01
Admiral Schofield,2020,2020,schofad01
Mike Scott,2018,2018,scottmi01
Ray Scott,1967,1970,scottra01
Kevin Séraphin,2011,2015,serapke01
Ramon Sessions,2015,2018,sessira01
Tom Sewell,1985,1985,sewelto01
Mustafa Shakur,2011,2011,shakumu01
God Shammgod,1998,1998,shammgo01
Gene Shue,1964,1964,shuege01
Bobby Simmons,2002,2003,simmobo01
Chris Singleton,2012,2014,singlch01
James Singleton,2010,2012,singlja01
Scott Skiles,1995,1995,skilesc01
Jeff Slade,1963,1963,sladeje01
Jerry Sloan,1966,1966,sloanje01
Clinton Smith,1991,1991,smithcl01
Ish Smith,2020,2022,smithis01
Jason Smith,2017,2019,smithja02
LaBradford Smith,1992,1994,smithla02
Michael Smith,2000,2001,smithmi02
Mike Smith,2001,2001,smithmi03
Ricky Sobers,1983,1984,soberri01
Willie Somerset,1966,1966,somerwi01
Darius Songaila,2007,2009,songada01
Jerry Stackhouse,2003,2004,stackje01
Dave Stallworth,1972,1974,stallda01
Larry Staverman,1963,1964,stavela01
DeShawn Stevenson,2007,2010,stevede01
Dennis Stewart,1971,1971,stewade01
Larry Stewart,1992,1995,stewala01
Awvee Storey,2006,2006,storeaw01
Rod Strickland,1997,2001,stricro02
Roger Strickland,1964,1964,stricro01
Derek Strong,1992,1992,stronde01
Craig Sword,2022,2022,swordcr01
Donell Taylor,2006,2007,taylodo01
Garrett Temple,2013,2016,templga01
Carlos Terry,1981,1983,terryca01
Billy Thomas,2006,2006,thomabi01
Etan Thomas,2002,2009,thomaet01
Isaiah Thomas,2020,2020,thomais02
Rod Thorn,1964,1964,thornro01
Al Thornton,2010,2011,thornal01
Bob Thornton,1996,1996,thornbo01
Marcus Thornton,2016,2017,thornma01
Otis Thorpe,1999,1999,thorpot01
Isaiah Todd,2022,2023,toddis01
John Tresvant,1971,1973,tresvjo01
Al Tucker,1970,1971,tuckeal01
Anthony Tucker,1995,1995,tuckean01
Ronny Turiaf,2012,2012,turiaro01
Andre Turner,1992,1992,turnean01
Jack Turner,1962,1962,turneja02
Melvin Turpin,1990,1990,turpime01
Charlie Tyra,1962,1962,tyrach01
Edwin Ubiles,2012,2012,ubileed01
Wes Unseld,1969,1981,unselwe01
Jarrod Uthoff,2020,2020,uthofja01
David Vanterpool,2001,2001,vanteda01
Loy Vaught,2001,2001,vaughlo01
Jan Veselý,2012,2014,veselja01
Jay Vincent,1987,1987,vinceja01
Moritz Wagner,2020,2021,wagnemo01
Darrell Walker,1988,1991,walkeda01
Horace Walker,1962,1962,walkeho01
Kenny Walker,1994,1995,walkeke01
Phil Walker,1978,1978,walkeph01
Samaki Walker,2005,2005,walkesa01
John Wall,2011,2019,walljo01
Ben Wallace,1997,1999,wallabe01
Rasheed Wallace,1996,1996,wallara01
Brad Wanamaker,2022,2022,wanambr01
Ben Warley,1966,1967,warlebe01
Bryan Warrick,1983,1984,warribr01
Stan Washington,1975,1975,washist01
Tremont Waters,2022,2022,watertr01
Nick Weatherspoon,1974,1977,weathni01
Chris Webber,1995,1998,webbech01
Jeff Webster,1996,1996,webstje01
Martell Webster,2013,2015,webstma02
Bob Weiss,1977,1977,weissbo01
Ralph Wells,1963,1963,wellsra01
Walt Wesley,1974,1974,weslewa01
Roland West,1968,1968,westro01
Russell Westbrook,2021,2021,westbru01
Ennis Whatley,1986,1987,whatlen01
Jahidi White,1999,2004,whiteja01
Okaro White,2019,2019,whiteok01
Chris Whitney,1996,2004,whitnch01
Mike Wilks,2008,2008,wilksmi01
Aaron Williams,2000,2000,williaa01
Freeman Williams,1986,1986,willifr01
Gus Williams,1985,1986,willigu01
Guy Williams,1985,1985,willigu02
John Williams,1987,1991,willijo02
Johnathan Williams,2020,2020,willijo04
Lorenzo Williams,1997,2000,willilo01
John Williamson,1980,1981,willijo01
Michael Wilson,1984,1984,wilsomi01
David Wingate,1992,1992,wingada01
Cassius Winston,2021,2022,winstca01
Garry Witts,1982,1982,wittsga01
Leon Wood,1986,1986,woodle01
Haywoode Workman,1991,1991,workmha01
Tom Workman,1968,1969,workmto01
Delon Wright,2023,2023,wrighde01
Larry Wright,1977,1980,wrighla01
Nick Young,2008,2012,youngni01
Gary Zeller,1971,1972,zellega01
