Player,From,To,PlayerId
Justin Robinson,2022,2022,robinju01
Guy Rodgers,1969,1970,rodgegu01
Lorenzo Romar,1984,1985,romarlo01
Derrick Rowland,1986,1986,rowlade01
Michael Ruffin,2008,2008,ruffimi01
Bob Rule,1975,1975,rulebo01
John Salmons,2010,2011,salmojo01
Jamal Sampson,2003,2003,sampsja01
Larry Sanders,2011,2015,sandela01
Daniel Santiago,2004,2005,santida01
Danny Schayes,1991,1994,schayda01
Ramon Sessions,2008,2014,sessira01
Jerry Sichting,1990,1990,sichtje01
Jack Sikma,1987,1991,sikmaja01
Bobby Simmons,2006,2008,simmobo01
Scott Skiles,1987,1987,skilesc01
Brian Skinner,2004,2011,skinnbr01
Javonte Smart,2022,2022,smartja01
Elmore Smith,1976,1977,smithel01
Greg Smith,1969,1972,smithgr01
Ish Smith,2013,2013,smithis01
Jason Smith,2019,2019,smithja02
Joe Smith,2004,2006,smithjo02
Keith Smith,1987,1987,smithke03
Robert Smith,1982,1982,smithro01
Sam Smith,1979,1979,smithsa02
Tony Smith,1998,1998,smithto02
Tony Snell,2017,2019,snellto01
Jerry Stackhouse,2010,2010,stackje01
Kevin Stacom,1982,1982,stacoke01
D.J. Stephens,2014,2014,stephdj01
Everette Stephens,1991,1991,stephev01
Alex Stivrins,1993,1993,stivral01
Awvee Storey,2008,2008,storeaw01
Erick Strickland,2004,2005,stricer01
John Stroeder,1988,1988,stroejo01
Derek Strong,1993,1994,stronde01
Jeff Teague,2021,2021,teaguje01
Mirza Teletović,2017,2018,teletmi01
Garrett Temple,2011,2011,templga01
Chuck Terry,1973,1974,terrych01
Jason Terry,2017,2018,terryja01
David Thirdkill,1985,1985,thirdda01
Kurt Thomas,2010,2010,thomaku01
Tim Thomas,1999,2004,thomati01
George Thompson,1975,1975,thompge01
Paul Thompson,1985,1985,thomppa01
Axel Toupane,2017,2021,toupaax01
Keith Tower,1997,1997,towerke01
Linton Townes,1984,1984,towneli01
Robert Traylor,1999,2000,traylro01
P.J. Tucker,2021,2021,tuckepj01
Rayjon Tucker,2022,2022,tuckera01
Mirsad Türkcan,2000,2000,turkcmi01
Andre Turner,1989,1989,turnean01
Ekpe Udoh,2012,2014,udohek01
Beno Udrih,2012,2013,udrihbe01
Roko Ukić,2010,2010,ukicro01
Keith Van Horn,2004,2005,vanhoke01
Norm Van Lier,1979,1979,vanlino01
Greivis Vásquez,2016,2016,vasqugr01
Rashad Vaughn,2016,2018,vaughra01
Charlie Villanueva,2007,2009,villach01
Jake Voskuhl,2008,2008,voskuja01
Lloyd Walton,1977,1980,waltoll01
Bob Warlick,1969,1969,warlibo01
Cornell Warner,1974,1975,warneco01
Bryan Warrick,1986,1986,warribr01
Hakim Warrick,2010,2010,warriha01
Richard Washington,1980,1980,washiri01
Jeff Webb,1971,1972,webbje01
Marvin Webster,1987,1987,webstma01
Bob Weiss,1969,1969,weissbo01
Jiří Welsch,2006,2006,welscji01
Walt Wesley,1975,1975,weslewa01
Mark West,1985,1985,westma01
Rory White,1984,1984,whitero01
Lindell Wigginton,2022,2023,wiggili01
Aaron Williams,1995,1995,williaa01
Marvin Williams,2020,2020,willima02
Mo Williams,2005,2008,willima01
Ron Williams,1974,1975,williro01
Sam Williams,1969,1970,willisa01
Scott Williams,1999,2001,willisc01
D.J. Wilson,2018,2021,wilsodj01
Marv Winkler,1971,1971,winklma01
Rickie Winslow,1988,1988,winslri01
Brian Winters,1976,1983,wintebr01
Joe Wolf,1997,1997,wolfjo01
Nate Wolters,2014,2015,woltena01
Christian Wood,2019,2019,woodch01
David Wood,1997,1997,woodda01
Orlando Woolridge,1993,1993,woolror01
Haywoode Workman,1999,2000,workmha01
Chris Wright,2014,2014,wrighch01
Danny Young,1995,1995,youngda01
Tyler Zeller,2018,2018,zellety01
Bill Zopf,1971,1971,zopfbi01
